City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Lipany,SK,49.1538,20.9638,51.84,70,62,3.62,broken clouds
344,Tumaco,CO,1.7986,-78.8156,80.71,81,66,7.85,light rain
345,Vardo,NO,70.3705,31.1107,31.98,80,75,33.38,snow
346,Belaya Gora,RU,68.5333,146.4167,-0.63,94,100,3.31,overcast clouds
347,Juegang,CN,32.3174,121.1855,61.92,62,81,5.17,light rain
348,Morgan City,US,29.6994,-91.2068,72.0,46,0,18.43,clear sky
349,Kachiry,KZ,53.0675,76.1036,40.39,37,100,15.73,overcast clouds
350,Codrington,AU,-38.2667,141.9667,51.39,95,100,35.3,light rain
351,Asau,RO,46.4333,26.4,51.4,56,90,0.92,overcast clouds
352,Iquitos,PE,-3.7481,-73.2472,80.64,83,90,8.05,overcast clouds
353,Guanajay,CU,22.9264,-82.6875,83.66,67,99,17.81,overcast clouds
354,Fairbanks,US,64.8378,-147.7164,24.76,83,90,0.0,light snow
355,Turukhansk,RU,65.8167,87.9833,10.72,94,100,8.93,overcast clouds
356,Omboue,GA,-1.5746,9.2618,79.7,77,93,9.78,overcast clouds
357,Kokopo,PG,-4.352,152.2633,77.54,81,32,4.92,scattered clouds
358,Grindavik,IS,63.8424,-22.4338,44.55,81,75,14.97,broken clouds
359,Namatanai,PG,-3.6667,152.4333,80.15,80,22,7.67,few clouds
360,Pedernales,DO,18.0384,-71.744,86.34,59,6,4.27,clear sky
361,Osa,RU,57.2829,55.4567,40.28,88,100,12.84,light rain
362,Kavieng,PG,-2.5744,150.7967,82.85,76,48,10.92,light rain
363,Saint-Pierre,RE,-21.3393,55.4781,78.48,62,90,10.36,overcast clouds
364,Alofi,NU,-19.0595,-169.9187,66.09,94,3,2.3,clear sky
365,Deqing,CN,30.5448,119.9599,64.36,74,15,1.54,light rain
366,Varhaug,NO,58.6147,5.6457,53.85,93,100,21.56,overcast clouds
367,Talara,PE,-4.5772,-81.2719,70.56,73,0,17.27,clear sky
368,Koslan,RU,63.4564,48.8989,23.16,90,73,8.86,broken clouds
369,Srednekolymsk,RU,67.45,153.6833,-9.78,99,7,2.08,clear sky
370,Bichena,ET,10.45,38.2,58.14,54,54,3.83,broken clouds
371,Guerrero Negro,MX,27.9769,-114.0611,73.15,40,0,1.63,clear sky
372,Sesheke,ZM,-17.4759,24.2968,90.54,24,57,5.32,broken clouds
373,Vagay,RU,57.9375,69.0217,34.03,97,100,11.92,overcast clouds
374,Bam,IR,29.106,58.357,67.66,23,55,2.15,broken clouds
375,Dalvik,IS,65.9702,-18.5286,37.33,90,90,1.86,overcast clouds
376,Akola,IN,20.7333,77.0,70.11,49,1,6.38,clear sky
377,Santarem,BR,-2.4431,-54.7083,86.13,74,40,8.05,scattered clouds
378,Itoman,JP,26.1247,127.6694,73.42,56,20,10.36,few clouds
379,Kushima,JP,31.4583,131.2333,56.12,77,0,9.1,clear sky
380,Olafsvik,IS,64.8945,-23.7142,42.76,79,92,24.83,overcast clouds
381,Mariel,CU,22.9875,-82.7536,84.34,68,100,18.45,overcast clouds
382,Zhigansk,RU,66.7697,123.3711,19.92,90,100,15.1,overcast clouds
383,Suez,EG,29.9737,32.5263,79.54,28,100,3.8,overcast clouds
384,Ajaccio,FR,42.0,8.9167,63.09,72,75,0.0,broken clouds
385,Tondano,ID,1.3038,124.9112,69.89,90,17,0.56,light rain
386,Esfarayen,IR,37.0765,57.5101,38.86,22,0,1.54,clear sky
387,Mount Isa,AU,-20.7333,139.5,73.17,88,90,19.57,overcast clouds
388,Brejo,BR,-3.6844,-42.7503,100.78,25,32,5.06,scattered clouds
389,Suntar,RU,62.1444,117.6319,22.82,66,100,14.36,overcast clouds
390,Hammerfest,NO,70.6634,23.6821,37.13,86,75,18.41,snow
391,Kattivakkam,IN,13.2167,80.3167,80.69,78,98,14.25,moderate rain
392,Lobito,AO,-12.3481,13.5456,75.96,74,71,5.68,light rain
393,Upington,ZA,-28.4478,21.2561,64.78,94,75,12.66,thunderstorm with light rain
394,Tokur,RU,53.1333,132.9,22.8,96,86,2.98,overcast clouds
395,Oktyabrskoye,RU,43.0645,44.7417,41.14,65,40,4.47,scattered clouds
396,Hit,IQ,33.6416,42.8251,76.55,24,29,5.66,scattered clouds
397,Dakar,SN,14.6937,-17.4441,88.68,70,70,0.0,dust
398,Sabang,ID,5.8933,95.3214,82.22,75,75,9.06,broken clouds
399,Bilma,NE,18.6853,12.9164,91.98,11,3,3.27,clear sky
400,Bojnurd,IR,37.4747,57.329,40.95,81,0,4.61,clear sky
401,Kushmurun,KZ,52.4503,64.6311,39.63,42,35,17.52,scattered clouds
402,Milkovo,RU,54.7167,158.6167,27.57,92,85,2.64,overcast clouds
403,Acari,PE,-15.4311,-74.6158,79.47,49,61,9.69,broken clouds
404,Taltal,CL,-25.4,-70.4833,65.86,63,24,4.65,few clouds
405,Sioux Lookout,CA,50.1001,-91.917,46.47,87,90,3.44,overcast clouds
406,Sovetskiy,RU,61.3614,63.5842,32.11,95,100,9.62,overcast clouds
407,Paracelis,PH,17.2667,121.4667,70.32,86,65,3.98,broken clouds
408,Ust-Kuyga,RU,70.0167,135.6,11.25,97,100,2.3,overcast clouds
409,Ilulissat,GL,69.2167,-51.1,17.62,57,20,4.61,few clouds
410,Preobrazheniye,RU,42.9019,133.9064,41.41,74,0,7.18,clear sky
411,Biltine,TD,14.5333,20.9167,93.33,13,0,9.53,clear sky
412,Morondava,MG,-20.2833,44.2833,77.09,71,0,21.3,clear sky
413,Rochegda,RU,62.8,43.25,23.05,93,7,3.33,clear sky
414,Tateyama,JP,34.9833,139.8667,63.1,60,86,18.86,overcast clouds
415,Yumen,CN,40.2833,97.2,43.3,35,2,7.56,clear sky
416,Xichang,CN,27.8964,102.2634,56.59,82,85,2.98,overcast clouds
417,Catia La Mar,VE,10.6038,-67.0303,86.2,79,98,11.5,overcast clouds
418,Nelson Bay,AU,-32.7167,152.15,69.1,81,43,1.01,scattered clouds
419,Spanaway,US,47.104,-122.4346,60.91,90,90,5.01,light intensity drizzle
420,Ekibastuz,KZ,51.6667,75.3667,36.68,42,51,12.17,broken clouds
421,Boulder City,US,35.9786,-114.8325,64.85,34,1,11.5,clear sky
422,Matadi,CD,-5.8167,13.45,93.36,43,27,3.29,scattered clouds
423,Asekeyevo,RU,53.5742,52.7972,40.48,67,100,11.36,overcast clouds
424,Alasehir,TR,38.3508,28.5172,61.05,38,0,3.89,clear sky
425,Abu Samrah,SY,35.3029,37.1841,67.08,38,98,10.45,overcast clouds
426,Bay Roberts,CA,47.5999,-53.2648,41.32,83,100,14.0,overcast clouds
427,Kincardine,GB,56.0667,-3.7167,56.28,96,100,0.78,overcast clouds
428,Iguape,BR,-24.7081,-47.5553,71.46,95,100,7.31,moderate rain
429,Kisaran,ID,2.9845,99.6158,75.27,95,100,1.45,light rain
430,Lubango,AO,-14.9172,13.4925,82.26,15,75,0.0,light rain
431,Hoghilag,RO,46.2333,24.6167,55.38,43,52,1.61,broken clouds
432,Tarata,BO,-17.6167,-66.0167,72.82,30,12,0.22,few clouds
433,Fairfield,US,41.2668,-73.3162,55.31,70,90,1.01,overcast clouds
434,Awbari,LY,26.5921,12.7805,81.61,23,77,8.77,broken clouds
435,Gao,ML,16.6362,1.637,99.99,11,55,5.41,broken clouds
436,Katete,UG,-0.7818,29.7544,63.5,95,74,5.99,light rain
437,Hasaki,JP,35.7333,140.8333,54.0,54,94,25.59,overcast clouds
438,Narsaq,GL,60.9167,-46.05,30.42,67,55,3.98,broken clouds
439,Los Zacatones,MX,22.95,-102.05,66.65,26,0,5.35,clear sky
440,Kibre Mengist,ET,5.8833,38.9833,61.52,92,72,1.59,light rain
441,Bluefields,NI,12.0137,-83.7635,80.67,94,20,4.61,few clouds
442,Leh,IN,34.1667,77.5833,28.33,53,2,1.12,clear sky
443,Homer,US,59.6425,-151.5483,35.8,96,75,5.75,light rain
444,North Bend,US,43.4065,-124.2243,63.95,100,90,4.61,overcast clouds
445,Abashiri,JP,44.0213,144.2697,45.95,82,71,11.12,broken clouds
446,Whitianga,NZ,-36.8333,175.7,61.02,95,63,1.74,light rain
447,Komsomolskiy,UZ,40.4272,71.7189,50.72,53,97,2.3,overcast clouds
448,Norwich,GB,52.6278,1.2983,61.27,76,20,11.5,few clouds
449,Mae Ramat,TH,16.984,98.5166,74.93,86,96,2.08,overcast clouds
450,Husavik,IS,66.0449,-17.3389,37.31,86,91,2.19,overcast clouds
451,Starosubkhangulovo,RU,53.1031,57.4423,33.49,91,99,9.19,light snow
452,Chimore,BO,-16.9833,-65.1333,99.23,25,8,3.8,clear sky
453,Kaeo,NZ,-35.1,173.7833,55.33,96,28,5.61,scattered clouds
454,Golden,US,39.7555,-105.2211,53.71,49,20,6.91,few clouds
455,Plettenberg Bay,ZA,-34.0527,23.3716,74.35,60,100,7.99,overcast clouds
456,Jaciara,BR,-15.9653,-54.9683,96.76,33,84,4.21,light rain
457,Dinghai,CN,26.2847,119.7936,67.12,73,100,14.88,overcast clouds
458,Poum,NC,-20.2333,164.0167,75.07,84,12,7.25,few clouds
459,Sharjah,AE,25.3573,55.4033,85.98,54,0,5.75,clear sky
460,Richards Bay,ZA,-28.783,32.0377,68.47,68,98,14.63,overcast clouds
461,Tabas,IR,33.5959,56.9244,63.68,31,1,5.84,clear sky
462,Dongning,CN,44.0622,131.1207,38.08,68,0,3.44,clear sky
463,York,US,40.1254,-77.0,61.18,69,1,6.91,clear sky
464,Terrace,CA,54.5163,-128.6035,40.42,100,90,3.44,light rain
465,Kitaibaraki,JP,36.7833,140.75,54.9,59,2,15.64,clear sky
466,Kutum,SD,14.2,24.6667,82.8,13,5,13.91,clear sky
467,Aswan,EG,24.0934,32.907,96.1,15,0,9.22,clear sky
468,Westport,US,41.1415,-73.3579,56.55,70,90,5.01,overcast clouds
469,Big Rapids,US,43.6981,-85.4837,55.9,85,90,12.66,overcast clouds
470,Gubbi,IN,13.3106,76.9444,71.31,73,100,6.64,overcast clouds
471,Lima,PE,-12.0432,-77.0282,64.38,44,90,1.99,mist
472,Malartic,CA,48.1335,-78.1328,44.42,49,0,6.11,clear sky
473,Manacapuru,BR,-3.2997,-60.6206,82.98,63,81,0.92,light rain
474,Bischwiller,FR,48.7659,7.8583,62.71,87,0,4.61,clear sky
475,Miraflores,MX,19.2167,-98.8083,66.02,52,0,1.34,clear sky
476,Pemberton,CA,50.3164,-122.8027,42.66,99,100,2.68,overcast clouds
477,Hirado,JP,33.3597,129.5531,66.38,64,24,22.95,few clouds
478,Morant Bay,JM,17.8815,-76.4093,88.63,70,65,11.05,broken clouds
479,Imeni Poliny Osipenko,RU,52.4201,136.4853,32.14,85,1,4.83,clear sky
480,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,76,40,12.66,scattered clouds
481,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,97.38,17,0,5.12,clear sky
482,Harper,LR,4.375,-7.7169,81.73,74,61,7.14,light rain
483,Jalu,LY,29.0331,21.5482,79.11,34,74,2.51,broken clouds
484,Terrell,US,32.736,-96.2753,67.14,37,1,32.21,clear sky
485,Kholm,RU,59.2667,32.85,40.68,96,100,4.52,overcast clouds
486,Lao Cai,VN,22.4833,103.95,70.43,92,90,0.65,overcast clouds
487,Toppenish,US,46.3774,-120.3087,55.81,90,94,3.2,overcast clouds
488,El Vigia,VE,8.6219,-71.6506,84.34,66,95,2.98,overcast clouds
489,Kultuk,RU,51.7208,103.6956,31.35,90,99,2.1,overcast clouds
490,Horki,BY,54.2861,30.9842,46.76,89,20,6.08,few clouds
491,Segou,ML,13.4317,-6.2157,94.19,30,64,6.64,broken clouds
492,Ahipara,NZ,-35.1667,173.1667,57.76,93,21,6.33,few clouds
493,Taclobo,PH,12.3074,122.586,80.92,80,81,9.17,broken clouds
494,Kenitra,MA,34.261,-6.5802,75.72,61,0,9.31,clear sky
495,Siteki,SZ,-26.45,31.95,61.83,75,61,8.99,broken clouds
496,Hambantota,LK,6.1241,81.1185,77.34,100,40,4.61,scattered clouds
497,Gravdal,NO,68.1214,13.5031,46.29,81,75,6.91,broken clouds
498,Cambuga,PH,13.6167,122.45,76.14,88,89,7.65,overcast clouds
499,Pontes E Lacerda,BR,-15.2261,-59.3353,98.56,31,89,5.48,overcast clouds
500,Lagoa,PT,39.05,-27.9833,66.69,72,100,12.21,overcast clouds
501,Myitkyina,MM,25.3833,97.4,69.46,92,17,1.16,few clouds
502,Cessnock,AU,-32.8333,151.35,68.23,85,63,3.29,broken clouds
503,Garowe,SO,8.4054,48.4845,82.17,32,2,18.45,clear sky
504,Grafton,US,42.207,-71.6856,49.14,74,90,1.01,overcast clouds
505,Yuci,CN,37.6803,112.7319,49.75,66,55,2.24,broken clouds
506,Lavrentiya,RU,65.5833,-171.0,15.51,88,100,7.9,light snow
507,Cockburn Town,TC,21.4612,-71.1419,82.65,70,87,5.39,overcast clouds
508,Asfi,MA,32.2994,-9.2372,69.76,77,10,12.03,clear sky
509,Jilib,SO,0.4883,42.7854,77.85,71,0,9.82,clear sky
510,Coquimbo,CL,-29.9533,-71.3436,58.73,82,40,14.97,scattered clouds
511,Kargasok,RU,59.0556,80.8572,33.51,66,100,16.58,overcast clouds
512,Vostok,RU,46.4856,135.8833,29.41,93,16,2.89,few clouds
513,Esmeraldas,BR,-19.7625,-44.3139,84.31,41,24,9.51,few clouds
514,Nador,MA,35.174,-2.9287,73.47,77,20,4.61,few clouds
515,Kalmunai,LK,7.4167,81.8167,79.61,81,75,6.76,broken clouds
516,Matara,LK,5.9485,80.5353,78.03,88,98,8.3,overcast clouds
517,Smithers,CA,54.7804,-127.1743,34.12,100,90,2.3,light rain
518,Aklavik,CA,68.2191,-135.0107,27.32,96,97,6.02,overcast clouds
519,Beidao,CN,34.5686,105.8933,52.56,72,100,0.92,light rain
520,Uruzgan,AF,32.8333,66.0,51.87,23,0,3.11,clear sky
521,Ancona,IT,43.55,13.1667,59.34,63,10,1.99,clear sky
522,Mezen,RU,65.8522,44.24,23.72,91,95,3.78,overcast clouds
523,Trinidad,BO,-14.8333,-64.9,94.98,46,40,4.61,scattered clouds
524,Jinchang,CN,38.4953,102.1739,46.09,39,57,6.26,broken clouds
525,Ndele,CF,8.4109,20.6473,82.81,63,57,1.83,broken clouds
526,Trairi,BR,-3.2778,-39.2689,89.38,49,13,16.35,few clouds
527,Flinders,AU,-34.5833,150.8552,66.79,76,58,1.01,broken clouds
528,Mon,IN,26.75,95.1,63.27,95,2,3.38,clear sky
529,Mehran,IR,33.1222,46.1646,76.48,19,10,4.16,clear sky
530,Sann,PK,26.0418,68.1378,80.51,20,0,2.62,clear sky
531,Coari,BR,-4.085,-63.1414,86.27,65,74,0.98,broken clouds
532,Angoche,MZ,-16.2325,39.9086,75.94,72,10,15.64,clear sky
533,Itarare,BR,-24.1125,-49.3317,73.06,74,100,9.33,overcast clouds
534,Stamford,US,41.0534,-73.5387,57.72,72,20,7.0,few clouds
535,Coos Bay,US,43.3665,-124.2179,64.02,100,90,4.61,overcast clouds
536,Beloha,MG,-25.1667,45.05,66.18,54,22,14.36,few clouds
537,Ixtapa,MX,20.7,-105.2,80.22,73,1,5.75,clear sky
538,Mendoza,AR,-32.8908,-68.8272,85.53,32,0,4.61,clear sky
539,Sangar,RU,63.9242,127.4739,20.57,91,100,9.62,light snow
540,Nicoya,CR,10.1483,-85.452,80.15,73,31,1.79,scattered clouds
541,Am Timan,TD,11.0297,20.2827,90.21,36,63,3.38,broken clouds
542,Nisia Floresta,BR,-6.0911,-35.2086,88.61,35,99,15.48,overcast clouds
543,Magalia,US,39.8121,-121.5783,53.15,67,0,4.18,clear sky
544,Anadyr,RU,64.75,177.4833,-10.7,83,0,11.01,clear sky
545,Borna,DE,51.1167,12.5,59.65,68,0,1.14,clear sky
546,Sogne,NO,58.0833,7.8167,55.69,89,100,15.28,overcast clouds
547,Lekoni,GA,-1.5843,14.2591,83.46,63,60,2.57,broken clouds
548,Margate,GB,51.3813,1.3862,60.51,72,0,4.0,clear sky
549,Kavaratti,IN,10.5669,72.642,80.42,78,100,3.94,overcast clouds
550,Tay Ninh,VN,11.3,106.1,76.19,92,100,5.79,overcast clouds
551,De Aar,ZA,-30.6497,24.0123,68.29,63,79,10.51,moderate rain
552,Beboto,TD,8.2668,16.939,84.83,61,28,2.46,scattered clouds
553,Gebre Guracha,ET,9.8,38.4,58.6,59,71,0.92,broken clouds
554,Darnah,LY,32.767,22.6367,71.83,75,87,13.47,overcast clouds
555,Matagami,CA,49.7502,-77.6328,44.71,70,1,11.5,clear sky
556,Porto Santo,PT,33.072,-16.3415,74.3,68,20,11.5,few clouds
557,Biskamzha,RU,53.4497,89.5272,23.97,64,6,1.01,clear sky
558,Waddan,LY,29.1614,16.139,78.49,38,89,10.31,overcast clouds
559,Santo Antonio Do Ica,BR,-3.1022,-67.9397,78.6,91,100,1.54,light rain
560,Hobbs,US,32.7026,-103.136,61.36,26,0,5.01,clear sky
561,Natal,BR,-5.795,-35.2094,88.45,58,20,17.27,few clouds
562,Miranda De Ebro,ES,42.6865,-2.947,70.34,37,55,7.63,broken clouds
563,Vostan,AM,39.9651,44.5594,46.58,28,0,3.02,clear sky
564,Biloela,AU,-24.4167,150.5,68.67,90,2,9.51,clear sky
565,Mabaruma,GY,8.2,-59.7833,86.0,74,75,11.5,broken clouds
566,Praya,CV,14.9215,-23.5087,73.94,88,90,17.27,overcast clouds
567,Touros,BR,-5.1989,-35.4608,88.7,51,82,18.88,broken clouds
568,Kindu,CD,-2.95,25.95,68.99,93,77,7.74,moderate rain
569,Santa Rita,BR,-7.1139,-34.9781,88.47,48,20,16.11,few clouds
570,Mao,ES,39.8885,4.2658,66.76,68,20,5.75,few clouds
571,Bireun,ID,5.203,96.7009,79.99,82,68,3.2,broken clouds
572,Kaduy,RU,59.2,37.15,35.64,86,69,3.49,broken clouds
573,Kambove,CD,-10.8764,26.5969,77.16,40,55,3.65,broken clouds
574,Laguna,US,38.421,-121.4238,63.09,98,1,0.0,mist
575,Moctezuma,MX,29.8,-109.6667,69.85,18,0,4.54,clear sky
576,Goderich,CA,43.7501,-81.7165,52.12,66,97,23.02,overcast clouds
577,Surgut,RU,61.25,73.4167,32.18,93,90,11.18,light snow
578,Killybegs,IE,54.6333,-8.45,55.11,80,58,10.33,broken clouds
579,Poya,NC,-21.35,165.15,71.92,88,60,6.08,broken clouds
580,Buarcos,PT,40.166,-8.8768,73.09,90,100,14.47,overcast clouds
581,Vila Velha,BR,-20.3297,-40.2925,80.55,65,40,10.36,scattered clouds
582,Beringovskiy,RU,63.05,179.3167,5.11,86,30,8.77,scattered clouds
583,Bukama,CD,-9.2,25.85,86.86,43,70,6.42,broken clouds
584,Tieli,CN,46.95,128.05,36.43,69,0,4.9,clear sky
585,Chuy,UY,-33.6971,-53.4616,80.17,49,0,10.27,clear sky
586,Sal Rei,CV,16.1833,-22.9167,84.4,65,75,21.85,broken clouds
587,Kuznechikha,RU,57.2161,42.3348,40.41,92,100,7.78,overcast clouds
588,Magaria,NE,12.9983,8.9099,95.9,10,73,7.92,broken clouds
589,Waipawa,NZ,-41.4122,175.5153,56.44,97,100,3.6,overcast clouds
590,Jan Kempdorp,ZA,-27.9225,24.8305,71.67,52,91,17.45,overcast clouds
591,Sola,VU,-13.8833,167.55,80.71,76,24,14.56,few clouds
592,Ende,ID,-8.8432,121.6623,80.33,87,77,1.28,broken clouds
593,Jalapa,MX,19.5333,-96.9167,71.06,74,31,3.27,scattered clouds
594,Alexandria,EG,31.2156,29.9553,84.16,58,40,8.05,scattered clouds
595,Manzil Salim,TN,35.8567,8.4765,64.4,40,7,2.59,clear sky
596,Marquette,US,46.5333,-87.6335,48.83,95,100,6.26,overcast clouds
597,Sarai Sidhu,PK,30.5949,71.9698,78.57,22,0,7.54,clear sky
598,Boende,CD,-0.2167,20.8667,76.5,90,99,1.81,light rain
599,Diu,IN,20.7141,70.9822,80.74,63,41,6.38,scattered clouds
600,Axim,GH,4.8699,-2.2405,82.29,73,64,6.31,light rain
601,Abu Dhabi,AE,24.4667,54.3667,86.11,62,0,8.05,clear sky
602,Jardim,BR,-21.4803,-56.1381,96.64,32,22,4.54,few clouds
603,Pemangkat,ID,1.1667,108.9667,77.92,77,97,5.79,overcast clouds
604,Nyaunglebin,MM,17.95,96.7333,75.94,93,100,3.62,overcast clouds
605,Qaqortoq,GL,60.7167,-46.0333,30.7,74,66,3.65,broken clouds
606,Cumaral,CO,4.2708,-73.4867,80.24,74,76,5.64,broken clouds
607,Haljala,EE,59.4336,26.2614,50.4,95,100,11.12,overcast clouds
608,Zaragoza,ES,41.6561,-0.8773,68.49,47,0,1.01,clear sky
609,Ponta Delgada,PT,37.7333,-25.6667,70.52,78,40,9.22,scattered clouds
610,San Rafael Del Sur,NI,11.8485,-86.4384,83.37,73,29,3.04,scattered clouds
611,Aonla,IN,28.2833,79.15,70.59,52,0,1.88,clear sky
612,Nizwa,OM,22.9333,57.5333,79.5,50,99,2.1,overcast clouds
613,Azare,NG,11.6765,10.1948,92.73,18,46,3.76,scattered clouds
614,Nuuk,GL,64.1835,-51.7216,30.81,74,40,9.22,scattered clouds
615,Pakxan,LA,18.3778,103.6601,71.65,86,86,4.65,overcast clouds
616,Eau Claire,US,44.8114,-91.4985,48.58,88,1,1.99,clear sky
617,Tukrah,LY,32.5341,20.5791,73.13,73,1,10.94,clear sky
618,Sinnamary,GF,5.3833,-52.95,85.89,63,94,7.72,overcast clouds
619,Juneau,US,58.3019,-134.4197,40.21,95,75,8.05,light rain
620,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,73,20,7.2,few clouds
621,Karakol,KG,42.4907,78.3936,39.15,67,88,3.4,overcast clouds
622,Skibbereen,IE,51.55,-9.2667,57.0,84,92,8.55,overcast clouds
623,Daman,IN,20.4167,72.85,80.76,53,56,11.3,broken clouds
624,Grand Gaube,MU,-20.0064,57.6608,75.6,69,2,5.01,clear sky
625,Okhotsk,RU,59.3833,143.3,19.96,91,48,6.96,scattered clouds
626,Amot,NO,59.5714,7.9877,53.62,99,100,7.09,overcast clouds
627,Arlit,NE,18.7369,7.3853,97.59,7,17,1.97,few clouds
628,Bowen,AU,-20.0167,148.2333,68.22,71,2,7.67,clear sky
629,Acarau,BR,-2.8856,-40.12,90.36,52,12,19.1,few clouds
630,Gigmoto,PH,13.7796,124.39,79.25,86,82,12.8,broken clouds
631,Yuza,JP,39.0,139.9167,52.3,75,100,11.36,overcast clouds
632,Zhezkazgan,KZ,47.8043,67.7144,38.79,27,4,4.83,clear sky
633,Voh,NC,-20.9667,164.7,71.01,92,6,3.56,clear sky
634,Siuna,NI,13.7332,-84.7773,84.72,63,86,3.71,overcast clouds
635,Saint-Augustin,CA,51.226,-58.6502,46.17,43,1,8.25,clear sky
636,Ailigandi,PA,9.2333,-78.0167,86.5,66,99,0.65,overcast clouds
637,San Quintin,MX,30.4833,-115.95,71.01,43,0,1.41,clear sky
638,Pasighat,IN,28.0667,95.3333,69.08,80,0,3.42,clear sky
639,Nizhnyaya Maktama,RU,54.8636,52.4281,40.53,79,100,12.17,overcast clouds
640,Paamiut,GL,61.994,-49.6678,33.73,67,50,18.34,scattered clouds
641,State College,US,40.7934,-77.86,57.42,77,1,1.99,clear sky
642,Paita,PE,-5.0892,-81.1144,70.36,67,37,13.44,scattered clouds
643,Antibes,FR,43.5624,7.1278,64.78,61,0,0.0,clear sky
644,Mogadishu,SO,2.0371,45.3438,79.65,77,3,13.78,clear sky
645,Pundaguitan,PH,6.3711,126.1689,83.35,75,2,9.55,clear sky
646,Merauke,ID,-8.4667,140.3333,79.99,81,96,10.38,overcast clouds
647,Key Largo,US,25.0865,-80.4473,90.99,77,99,17.9,overcast clouds
648,Daraitan,PH,14.6028,121.4319,78.71,89,96,8.08,overcast clouds
649,Gat,IL,31.61,34.7642,80.4,40,80,7.74,broken clouds
650,Otane,NZ,-39.8833,176.6333,60.01,99,100,1.72,light rain
651,Isla Vista,US,34.4133,-119.861,84.13,56,1,0.0,clear sky
652,Macerata,IT,43.2,13.1667,55.38,80,4,3.87,clear sky
653,Noumea,NC,-22.2763,166.4572,66.18,82,30,8.79,scattered clouds
654,Sakaraha,MG,-22.9,44.5333,68.72,36,29,17.45,scattered clouds
655,Baruun-Urt,MN,46.6806,113.2792,39.16,46,54,8.01,broken clouds
656,Shetpe,KZ,44.1667,52.1167,46.0,51,2,8.19,clear sky
657,Ratnagiri,IN,16.9833,73.3,77.74,72,66,7.85,broken clouds
658,Chulym,RU,55.0997,80.9572,33.94,45,100,16.78,overcast clouds
659,Henties Bay,NA,-22.116,14.2845,67.86,75,84,11.36,broken clouds
660,Khingansk,RU,49.1167,131.1833,29.77,82,4,1.74,clear sky
661,Lukang,TW,24.0567,120.4352,74.07,71,0,17.85,clear sky
662,Labrea,BR,-7.2586,-64.7981,88.02,56,96,3.31,overcast clouds
663,Half Moon Bay,US,37.4636,-122.4286,66.61,86,1,0.0,clear sky
664,Teguldet,RU,57.3064,88.1667,31.39,55,100,8.93,overcast clouds
665,Sur,OM,22.5667,59.5289,79.7,62,0,5.59,clear sky
666,Boueni,YT,-12.9025,45.0761,80.58,74,13,13.13,few clouds
667,Nouakchott,MR,18.0858,-15.9785,84.13,56,100,14.58,overcast clouds
668,Shirgaon,IN,19.7,72.7,79.86,70,79,9.24,light rain
669,Bathurst,AU,-33.4166,149.5806,69.84,45,87,2.21,overcast clouds
670,Turan,VN,16.0678,108.2208,78.85,94,75,1.14,broken clouds
671,Maraa,BR,-1.8333,-65.3667,80.37,80,100,2.04,overcast clouds
672,Ust-Tsilma,RU,65.441,52.1498,21.25,86,21,10.02,few clouds
673,Vysotsk,RU,60.6288,28.5705,44.87,87,100,13.71,overcast clouds
674,Minas,UY,-34.3759,-55.2377,86.47,40,0,10.6,clear sky
675,Chail,IN,25.4333,81.6333,71.4,44,0,3.31,clear sky
676,Sabana De Torres,CO,7.3915,-73.4957,88.41,57,80,2.3,broken clouds
677,Isla Mujeres,MX,21.2311,-86.731,86.16,71,97,14.63,overcast clouds
678,Nacala,MZ,-14.5428,40.6728,77.74,62,13,18.48,few clouds
679,Teya,RU,60.3778,92.6267,17.11,95,50,4.59,scattered clouds
680,Sabha,LY,27.0377,14.4283,82.42,23,47,10.92,scattered clouds
681,Boden,SE,65.8252,21.6886,35.6,100,100,3.29,overcast clouds
682,Jefferson City,US,38.5767,-92.1735,51.71,82,90,5.75,overcast clouds
683,Iquique,CL,-20.2208,-70.1431,64.44,67,9,8.32,clear sky
684,Champerico,GT,14.3,-91.9167,89.76,76,31,4.47,scattered clouds
685,Nehe,CN,48.4833,124.8333,39.7,62,6,8.21,clear sky
686,Sanary-Sur-Mer,FR,43.1178,5.8001,67.96,67,98,4.0,overcast clouds
687,Kharp,RU,66.8014,65.8081,18.77,95,100,8.68,light snow
688,Otradnoye,RU,59.7775,30.8181,46.45,91,100,5.86,overcast clouds
689,Charters Towers,AU,-20.1,146.2667,68.34,88,0,7.92,clear sky
690,Broken Hill,AU,-31.95,141.4333,64.11,29,0,18.41,clear sky
691,Uglovskoye,RU,51.3557,80.1942,32.76,50,12,7.92,few clouds
692,Raudeberg,NO,61.9875,5.1352,51.58,94,100,3.0,light rain
693,Campana,AR,-34.1687,-58.9591,96.15,25,60,11.86,broken clouds
694,Hargeysa,SO,9.56,44.065,69.3,46,1,11.68,clear sky
695,Moba,CN,33.2288,105.0179,45.01,90,100,3.38,overcast clouds
696,Sitia,GR,35.2,26.0986,66.97,73,70,11.36,broken clouds
697,Bosaso,SO,11.2842,49.1816,82.24,61,0,5.55,clear sky
698,Washington,US,47.5001,-120.5015,45.09,94,100,2.84,overcast clouds
